loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
50.63037012757108,6.0,4.831901299314379,5.0,144.46227142688545,804.1085486887547,0.05,19.98865333770372,40.22723011682028,16073.071438055362,0.27,892.9445009893673,41,2,5,0,19.74785194897157,27.74785194897157,88.21012337585702,56.252148051028435,11.0,1
38.421629946962184,6.0,5.479808241533861,6.0,84.16153406772912,425.619135352926,0.0626009587923307,15.647563178294318,27.529213443493546,6617.756422970234,0.1378028763769921,367.65593482252245,30,1,4,0,17.95961648306772,15.300479396165349,57.30047939616535,26.861054671563764,11.0,1
79.54229656597451,12.590382760995753,3.754229656597452,11.672306208796602,200.17809583784333,1143.7865007222285,0.030819234478008495,29.157666775558376,39.65252073993907,33188.6488353006,0.3790115792580934,1843.811647474171,68,1,6,0,21.672306208796602,30.737311030207643,117.62155032962718,82.55654550821615,24.180765521991507,1
74.68115721606517,10.599813352247553,4.439925340899022,10.319776022697063,187.0813438638176,993.325498504122,0.052800373295504896,19.257040976114915,52.80903029559351,18912.20368020945,0.33240298636403914,1050.677582254597,56,10,5,0,14.71996267044951,24.800373295504894,123.16082125011077,63.92052261370685,20.199626704495106,1
7.858341676799121,2.858341676799121,1.0,2.858341676799121,13.708291616004395,39.799222347348476,0.21274924908807913,4.7875125151986815,8.685418400904599,186.27644306178354,0.011416583232008792,10.35107090156931,5,0,0,0,5.283316646401758,2.141658323200879,9.849949939205274,3.858341676799121,4.716683353598242,1
111.75330938277139,12.0,8.83112707815241,12.0,333.16305790187096,2013.2385824927505,0.04584436460923796,22.246690617228612,93.89823424048038,43991.52754474379,0.6713658283969985,2443.9733339805534,90,2,15,0,16.584436460923797,49.474328683395036,205.1953479840187,127.96770991785226,23.0,1
42.14151612054604,4.0,1.0,3.0892298383560846,112.49843547397037,562.732799203765,0.0717845967671217,14.78185020315103,38.85941559323027,8246.356474026483,0.18624608868492593,458.13065710093247,32,1,2,0,12.82154032328783,19.159987898629105,68.80306854520477,43.69536692876561,7.0,1
17.96830477122573,4.0,1.0,4.0,83.04754284316141,409.78304961854775,0.10507923807193567,9.507714098115944,43.937586074627106,3859.718648716661,0.1350792380719357,214.42504400807428,13,0,2,0,11.0,19.523771421580705,49.78565713237106,33.26188571079035,7.0,1
13.609813553682876,2.6098135536828773,2.6098135536828773,2.6098135536828773,40.19509322315856,172.4406044432086,0.11195093223158561,8.854158981810233,19.497733057896404,1525.5519075576658,0.06,84.75433364962237,10,0,0,0,11.0,8.585279669475684,26.414720330524315,13.780372892634245,4.2196271073657545,1
54.92797377759818,4.16205900040409,3.0900327780022723,3.180065556004545,151.74790822159363,890.9060353374418,0.05981993444399545,16.211846156845812,55.01112934688294,14439.30836971206,0.2989196066639727,802.1822116798061,37,3,6,0,18.96398688879909,39.62186233239046,84.16205900040408,67.58584922118955,7.3241180008081805,1
15.37189642925974,1.037189642925974,1.0,1.037189642925974,40.88843107122208,176.91215216375295,0.19,5.324793449990364,33.198430007102935,942.635979074085,0.06,52.36537349260797,9,0,0,0,8.037189642925973,12.037189642925973,24.925620714148053,15.962810357074027,1.074379285851948,1
2.4533419841406463,1.0,1.0,1.0,1.0,0.27332900792967674,0.27332900792967674,0.27332900792967674,0.27332900792967674,0.27332900792967674,0.27332900792967674,0.27332900792967674,1,0,0,0,1.0,0.27332900792967674,1.0,0.27332900792967674,1.0,1
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,1
135.5221785238489,27.440919972882703,15.658789329717694,22.905471956612327,374.28067715616703,2166.8393567129856,0.028293946648588468,31.629258207745846,70.40508396091626,67533.13820329578,0.7241728796203579,3751.8440340275274,104,16,10,1,17.682421340564613,37.46455198372962,241.35157318870776,132.92910396745924,53.88183994576541,1
3.15543640475521,1.0,1.0,1.0,1.0,0.28152119841492995,0.28152119841492995,0.28152119841492995,0.28152119841492995,0.28152119841492995,0.28152119841492995,0.28152119841492995,1,1,0,0,1.0,0.28152119841492995,1.0,0.28152119841492995,1.0,1
25.0,2.745507679132256,2.745507679132256,2.745507679132256,50.16318472737582,228.8290119902902,0.11508984641735488,8.428785985441143,27.808308149014184,1905.876499085636,0.07381738481301617,105.8847348124462,14,0,7,0,10.745507679132256,12.763476962603232,30.272461604338723,19.890723123037105,4.491015358264512,1
25.814509760298424,5.225160780823874,2.774839219176126,3.450321561647748,120.39063522606554,652.209134608726,0.04225160780823874,22.239349655748555,29.7152569111812,14421.007205456897,0.21675482342471622,801.1646571136214,18,0,4,0,22.87419609588063,20.225160780823874,80.36418819865068,40.02644702741487,9.450321561647748,1
57.703207368902284,10.222115864764774,4.407371954921592,10.222115864764774,174.03685977460796,913.9628483433274,0.05,20.55370990788872,44.46662997334384,18786.333705951674,0.30703685977460793,1043.6853088062542,46,2,6,0,15.296314022539205,22.888942067617613,112.55528966191194,61.48157011269602,19.444231729529548,1
57.97676343947785,9.540698476644911,1.0,7.244190859869462,198.0813969532898,1104.907478061305,0.04,24.232966455997,45.71749413572571,26735.617687111335,0.3683720609342036,1485.309916726715,45,4,5,0,17.83720609342036,30.889522850326344,115.73257257960839,82.34882437368144,18.081396953289822,1
137.15098221840395,20.517327649022796,9.09653447019544,12.193068940390882,405.7797071855049,2575.1685366679344,0.04,27.655594143710097,93.09259951755863,71233.58967694089,0.8561386211921823,3957.423782933581,100,8,20,5,20.19306894039088,61.19306894039088,238.03465529804558,167.74505188745928,40.03465529804559,1
69.84045921312877,7.516212343482322,1.483787656517678,6.0,194.29182218268178,1051.501518439507,0.05758106171741161,18.025331411427352,59.11975614949967,18813.154872964915,0.3530674320218813,1045.178200897226,50,6,10,0,14.483787656517677,28.032424686964646,124.74318515223483,69.54863703044697,14.032424686964644,1
40.07442421766389,5.024808072554629,1.0,4.987595963722685,125.09923229021852,674.1410928956601,0.05,19.875286466214618,33.92327231881672,13395.377245639365,0.22012404036277314,744.1853749709952,28,0,9,0,17.962787891168055,23.95038385489074,72.11163632649583,52.98759596372268,9.049616145109258,1
1.5312320345354942,1.0,1.0,1.0,2.0624640690709883,2.9921201295081032,1.0,1.0,2.9921201295081032,2.9921201295081032,0.46876796546450583,0.6068882944437344,0,0,0,0,1.5312320345354942,1.0,1.5312320345354942,1.0,1.0,1
99.92910099748,8.506326303800002,3.9037957822800013,7.807591564560003,294.65815759500003,1790.8103417830223,0.03903795782280001,26.286994007386394,76.38091320222124,44654.28280002099,0.5964048834432001,2480.789934740345,78,3,15,0,20.79493895696,45.54428412660001,186.10122086080003,108.55693673420002,15.313917868360004,1
16.008212578511205,2.598357484297759,2.1967149685955176,2.598357484297759,38.79507245289328,166.9478453838034,0.10598357484297759,9.265330437718815,18.07015651325676,1545.0982417847777,0.055983574842977585,85.8400116074702,12,0,0,0,11.803285031404481,8.0,26.19671496859552,12.59835748429776,5.0,1
74.67514026937755,10.513810961456914,3.8110487691655313,6.297237807708617,202.08066465396033,1127.0626883929185,0.04,23.093270608454038,48.81963573617961,26022.252074194457,0.37297237807708616,1445.681466980974,62,1,7,0,17.702762192291384,30.10828657687415,123.5668536925034,78.51381096145691,20.027621922913827,1
42.401779546846335,4.299919111506985,1.5998382230139694,4.0,122.1010515504092,615.5887231431276,0.06,16.84995146690419,36.55414721705729,10370.557176220564,0.20700080888493014,576.1410099248455,33,1,4,0,14.399352892055877,19.19967644602794,75.70008088849302,46.40097066191618,7.599838223013969,1
53.85210201902595,6.0,3.9727727949264136,5.0,146.82487481395236,803.4878283443344,0.05,19.930662163657534,40.315290788520045,16013.690623653327,0.27,889.6454475325174,44,2,5,0,18.45915919238962,26.45915919238962,89.28403400634198,57.54084080761038,11.0,1
134.43328552380518,14.951857164021646,7.903714328043293,13.807428656086586,305.93671299467957,1826.0789103464465,0.030481428359783534,29.971101537991913,61.1707636391387,54620.24471721402,0.607221425396753,3034.4574575436477,90,11,27,2,20.903714328043293,41.67399970369695,186.63685642326402,119.29985657141555,28.903714328043293,1
3.8057899903839747,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,1,0,0,0,4.0,1.0,4.0,1.0,1.0,1
11.14773612560882,2.704527748782363,1.0,1.8522638743911815,35.03415287926173,156.99168552713664,0.1429547225121764,7.08624318328121,22.268481507480136,1108.92557947111,0.05147736125608819,61.60880745520123,9,0,0,0,11.704527748782363,10.590944502435274,22.14773612560882,12.886416753652911,4.409055497564726,1
13.671218732905626,1.6678046832264064,1.0,1.0,17.339023416132033,66.78218099793604,0.30342437465811256,3.3321953167735936,20.82341721523933,217.5509384495125,0.02,12.08431202757471,4,0,0,0,8.0,13.681460881943284,19.017070248396095,16.35267961484891,2.335609366452813,1
7.661005869033541,1.0,1.0,1.0,5.813556859785232,13.497451914701736,0.9384737637291265,1.1949161775805384,13.406423528404137,15.286616595960545,0.004067784298926157,0.8520342553311414,4,0,0,0,2.1864431402147684,2.8135568597852316,2.1864431402147684,3.627113719570463,1.0,1
7.107697501860348,1.0,1.0,1.0,19.676907494418955,76.28760296800202,0.24461512490698262,4.107697501860348,18.73950033634505,311.7067285604335,0.02892302498139652,17.31369007420005,4,0,0,0,8.0,6.676907494418957,12.892302498139653,6.784604996279304,1.0,1
45.810754973196,6.0,4.370660359057429,5.258679281885142,91.18141533225342,462.15539327693875,0.06629339640942572,14.926421171786425,32.04556289900302,6769.087567334307,0.15258679281885143,376.0635263561649,37,2,4,0,15.741320718114858,17.702688743299,58.03471712754057,33.146698204712855,11.0,1
15.026599108480772,2.0789691621908286,1.0,2.0789691621908286,62.26350659505326,314.59926970952785,0.11236907486572487,9.236791543717278,34.46155258065761,2892.7008389305392,0.10236907486572486,160.70620159012006,12,0,0,0,12.842061675618343,20.315876648763314,33.1055682706716,29.157938324381657,3.1579383243816572,1
4.0,1.0,1.0,1.0,5.0,11.61,0.5407167288846215,1.880244915045231,6.264649729624503,21.828445912825583,0.0,1.2133567456289478,2,0,0,0,3.760489830090462,1.239510169909538,3.760489830090462,1.239510169909538,1.0,1
185.5777094267078,23.821686885199238,3.8759040981973367,12.43795204909867,502.56204795090133,3222.817099515337,0.02,44.41862065158206,72.65347570908207,143229.76166504808,1.0761626516389944,7957.206020548437,137,18,25,0,27.02710860649905,58.46506065559772,310.42650491840607,192.13554303249524,46.643373770398476,1
38.10401080017945,6.965329733273517,1.1386810669059333,6.930659466547033,118.1679135985644,581.32146350885,0.05965329733273517,16.1005437735068,36.15855225009482,9352.315343019221,0.18930659466547034,519.5635754049206,29,0,6,0,12.31203240053835,18.069340533452966,70.5839567992822,47.5839567992822,12.930659466547034,1
24.761056463246717,4.0,1.0,4.0,81.41087518591839,395.9111464946719,0.10165613670166979,9.613400312007233,41.844365602039915,3772.8540806857463,0.1316561367016698,209.5993951264245,17,1,3,0,11.0,18.079647845584425,50.33122734033396,31.079647845584425,7.0,1
19.02281241904345,3.99543751619131,1.0,3.99087503238262,85.97262509714785,425.81111650823595,0.0799543751619131,12.287163099579644,34.664093252425616,5230.682516410587,0.13990875032382621,290.5979175783659,13,0,3,0,12.99543751619131,17.97718758095655,51.99087503238262,33.98175006476524,6.99087503238262,1
9.711392187675079,2.0,1.0,1.8556960938375395,17.85569609383754,64.29622767201681,0.14144303906162461,6.963924023459385,9.234430390616247,447.8022502211206,0.02,24.87354414075631,7,0,0,0,8.144303906162461,4.0,11.0,6.8556960938375395,3.0,1
20.47855431095641,4.128674134261537,4.128674134261537,2.042891378087179,64.52819484104103,300.41393942962094,0.12871325865738464,7.962486428967333,41.30513571032668,2287.407085155024,0.09914217243825642,127.08061182614287,14,0,0,0,9.042891378087178,15.828434487651284,37.69976035338975,26.828434487651286,7.2573482685230735,1
68.94523635424116,4.063640909286642,1.1272818185732847,4.0,159.8998499935408,869.2015692878921,0.04936359090713358,20.169477364618945,43.3152038152145,17486.642555110022,0.2868179545356679,971.4775055970218,50,0,15,0,16.636409092866423,26.745436362853432,94.36359090713357,65.53625908640723,7.127281818573285,1
55.768577251943086,12.156867571928549,9.156867571928549,9.66274702877142,238.75681833825735,1353.9317910322304,0.03,35.90980976203355,38.092454601772644,48366.024734202314,0.446862648561429,2687.002753212145,47,1,5,0,21.83137351438571,29.01175891368574,143.7450594245716,95.01175891368574,23.313735143857098,1
9.593871049063264,2.197957016354421,1.0,2.197957016354421,14.598978508177211,49.2685699114481,0.4,2.5,19.70542796457924,123.17043499353846,0.02,6.84380591655367,6,0,0,0,5.0,5.40102149182279,9.19795701635442,5.40102149182279,3.395914032708842,1
14.195469020583031,1.0,1.0,1.0,25.3104020176426,98.65725388477522,0.2808053602352346,3.634471606559693,27.5603509373435,355.5093120605293,0.03,19.748850670029405,7,1,2,0,7.114932997059567,7.770134005880866,17.425335014702167,7.885067002940433,1.0,1
15.812285430353288,2.0938572848233563,1.0,2.0,32.09385728482336,120.68228486557345,0.1428157185447007,7.062029791309667,17.24309405675736,849.2255406404133,0.040938572848233566,47.183224003201516,12,0,0,0,8.093857284823356,5.563143708940137,22.624570860706577,9.469286424116781,3.1877145696467126,1
55.096268194365926,5.180746361126815,1.0,4.0,173.93320687464666,961.0179089618987,0.07728880458309778,13.7602547693551,71.3377839728806,13065.878598609544,0.3209626819436593,725.8776999227525,47,1,4,0,13.180746361126815,32.73477547211229,106.46955094422458,67.46365593042208,9.36149272225363,1
30.37640446994733,5.0,2.3231989482476862,2.661599474123843,96.71480499582349,506.9985887173851,0.08338400525876156,12.095479184891957,43.019633150956956,6048.0144017535795,0.16676801051752313,335.9995009860178,22,0,4,0,13.661599474123843,24.022802366442704,54.68440184056655,42.03040315525694,9.0,1
59.0728376122984,3.5121396020497335,1.6828528027329779,3.1707132006832444,147.43930198975133,766.7576024454644,0.07,14.15999241228013,54.1727314142099,10854.474354976333,0.2582928679931676,603.0228300395734,43,4,5,0,12.682852802732977,24.5364188061492,92.75644918701835,54.68285280273298,6.024279204099467,1
83.52852301975872,7.636936700846801,3.0,7.51591560112907,193.31831202258138,1067.8031964567283,0.06636936700846803,16.51785361227612,67.48118257794195,17187.150306220934,0.35305704603951743,954.8433503456074,67,3,4,0,13.573274296330524,32.426725703669476,111.76426150987936,81.55405051270202,14.273873401693603,1
6.856455295903356,1.0,1.0,1.0,11.715317056144967,32.05838046737396,0.31715317056144965,3.1413151238240538,10.257899174506308,100.46313560515914,0.01,5.582870894081933,4,0,0,0,4.428227647951678,2.428227647951678,8.287089408193289,3.428227647951678,1.0,1
33.27319742718446,4.517446351755042,1.0,3.517446351755041,101.2034120201643,474.3440963759895,0.05965107296489918,18.35746952681105,27.24725021755041,8497.640331036708,0.15930214592979836,472.09028647628827,25,0,3,0,12.48255364824496,13.342982834204628,64.37787553771471,36.825536482449586,8.034892703510083,1
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,1
16.95083976337336,2.3169465877911195,1.0,1.6830534122088807,31.68305341220888,121.04065667866628,0.14,7.180983204732533,16.858861098250543,869.2196958590338,0.04,48.29231457047216,13,0,1,0,8.633893175582239,5.633893175582239,22.366106824417763,9.316946587791119,3.3169465877911195,1
15.476767686869694,1.0,1.0,1.0,24.172979804293558,98.68671467751572,0.36476767686869693,2.752280302310534,36.73116921342386,268.09823991089763,0.03434595960858712,14.89598989964653,8,0,0,0,5.130808078282577,11.738383843434846,11.130808078282577,13.042171726010983,1.0,1
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,1
11.815387448121053,1.6019234310151316,1.0,1.6019234310151316,18.194229706954605,67.78691698653974,0.21990382844924344,4.541731087913619,15.262362874102717,304.17122584026936,0.023980765689848686,16.89651895811835,6,1,0,0,7.398076568984869,5.796153137969737,11.194229706954605,7.0,2.203846862030263,1
8.322430130135462,2.785046579909692,1.0,2.785046579909692,13.107476710045153,38.145468430791304,0.2053738355022577,4.8925232899548465,7.907243411755119,185.1389738065171,0.011074767100451539,10.287243092761862,5,0,1,0,5.322430130135462,2.3224301301354617,9.0,4.1074767100451535,4.570093159819384,1
36.792679798691374,2.1132399712416245,1.0,2.1132399712416245,78.56619985620813,369.05759002729144,0.11556619985620813,8.657909613228853,42.83125269301885,3188.876026599685,0.12556619985620812,177.16008848886338,22,2,7,0,9.330140043137563,16.886760028758374,46.89633989934568,31.669859956862435,3.226479942483249,1
12.286566740499936,1.0,1.0,1.0,10.357462527687476,34.29032393335583,0.6003843148534355,1.9499254102062555,23.756562478763296,58.11795908206283,0.01392910421281246,3.227843290466876,6,0,1,0,3.821268736156262,5.750372948968722,4.214179157437508,6.143283370249968,1.0,1
41.78784531855193,7.0,1.0,5.737384893816023,122.15653776545994,626.1039706976067,0.06631307553091989,14.737384893816023,42.796762455388965,9196.054629265669,0.20893922659275965,510.8861325651133,33,1,4,0,13.262615106183977,21.78784531855193,74.15653776545994,48.0,13.0,1
11.408302837693675,1.0,1.0,1.0,22.0,76.11,0.3,3.33,22.83,253.69,0.03,14.09,6,1,2,0,5.0,6.0,14.0,8.0,1.0,1
12.62107018468413,1.7026337730855163,1.0,1.7026337730855163,17.89209868074345,66.05469910292912,0.2148683113457242,4.632370395776965,14.548326548823688,302.7693378786496,0.022973662269144837,16.81897199472415,7,2,0,0,7.297366226914484,5.594732453828968,10.892098680743452,7.0,2.4052675461710327,1
59.97220567174186,6.474866936749613,4.525133063250387,5.712300405124418,158.00857463411356,879.5082811482323,0.05474866936749613,18.89593437205715,48.002566432061144,16353.061049304044,0.29374334683748066,908.5008218139378,49,2,4,0,18.10053225300155,29.424600810248837,94.64813711449457,63.360437519619,11.949733873499225,1
12.024727555091582,2.462908667362628,2.462908667362628,2.462908667362628,42.09891022036633,189.5356469729866,0.11537091332637373,8.591316036093765,22.856139850591248,1600.0297947626307,0.060247275550915816,88.88721082014615,8,1,0,0,11.0,11.561818887728954,24.561818887728954,17.537091332637374,3.925817334725256,1
6.895775197191652,1.0,1.0,1.0,9.41689921123339,26.138192607393535,0.27625348816850087,3.6718313978937394,7.2048426205252305,95.38160230501859,0.01,5.295436432954838,4,0,0,0,4.895775197191652,2.0,6.416899211233391,3.0,1.0,1
7.615488672355188,1.0,1.0,1.0,9.615488672355188,28.181261420240038,0.28846466017065564,3.4914947576108215,8.131004399522723,97.98131552986473,0.01,5.444646601706556,4,0,1,0,5.0,2.6154886723551876,6.0,3.6154886723551876,1.0,1
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,1
44.65222425954547,6.913345557272835,4.261121297727362,5.60889703818189,130.26112129772736,671.2643327388337,0.06652224259545472,14.35639486594541,47.340741100509355,9578.53008393192,0.2260889703818189,532.1392077572272,38,2,1,0,13.304448519090945,22.826691114545667,82.43443018318169,47.82669111454567,12.82669111454567,1
77.23672368534491,9.197875789655185,5.049468947413796,6.296813684482779,186.43459947500008,1074.5150974932594,0.05049468947413797,20.23286480514654,53.22853214295696,21713.347798799874,0.35346282631896575,1206.2941238757242,57,3,9,3,18.950531052586204,35.34628263189658,111.03884789568973,75.39575157931037,17.39575157931037,1
37.79544253416151,3.0,1.0,3.0,105.60390639929014,520.1120227477551,0.07600651066548356,13.287531232085184,39.19055869153504,6907.220734558652,0.17600651066548356,383.7343788442946,30,0,3,0,12.399348933451645,18.0,67.00325533274177,38.60065106654836,5.0,1
91.87187832353119,13.051248670587523,9.025624335293761,10.820466922057843,219.8460912573516,1256.2410851838397,0.03,30.13487676025011,41.69768730058813,37861.0728766106,0.42,2103.3922395860977,67,9,11,1,21.717969580882798,31.435939161765596,132.92296426323287,86.92312699411872,25.102497341175045,1
40.54386241646642,2.0,1.0,2.0,70.44360546454317,335.31916625512605,0.09493733940504798,10.813884956887025,31.059071361286023,3623.0888317606073,0.11,201.28358450150844,23,8,6,0,10.54386241646642,17.0,31.593990892428042,38.84961457211513,3.0,1
14.804624188257987,1.0,1.0,1.0,46.706936282386984,208.04305155274713,0.18536416125505326,5.523231235131846,38.54864718060455,1138.4712559763668,0.06634104031376331,63.246601247349325,9,0,0,0,8.097687905871005,14.0,27.43872821963432,19.268208062752663,1.0,1
27.63838994520396,2.858135567732453,1.0,2.858135567732453,76.43254227092982,387.7262631089365,0.13645338919331135,7.362449199694962,53.57197845099415,2831.3371554319638,0.1278720335159868,157.2972256783528,21,0,3,0,10.858135567732454,23.006948974127173,45.92906778386622,30.503474487063585,4.716271135464906,1
51.30709055094401,6.236825257474459,1.0,5.982433676632612,156.0175663233674,819.6205789992952,0.06,17.48420311328876,46.99241306769268,14311.33116580321,0.2750878316168369,795.0716193820613,43,1,3,0,14.254391580841848,24.035132646734777,97.47365051494891,58.54391580841847,11.473650514948918,1
36.723706186410276,5.0,1.7237061864102774,2.7237061864102774,99.38146906794861,516.5268025920068,0.08638146906794861,11.768376469885919,44.41234550953575,6041.137599785549,0.16914440720384583,335.61889814244097,28,0,3,0,13.0,23.743322161153753,57.0,42.381469067948615,9.0,1
3.055013289986973,1.0,1.0,1.0,5.0,11.61,0.5896761296488927,1.7362466775032568,6.823362891287363,20.155186392587844,0.0,1.1211978736020844,1,0,0,0,3.4724933550065136,1.5275066449934864,3.4724933550065136,1.5275066449934864,1.0,1
15.908702508995233,2.0,1.0,2.0,31.86305376349285,118.525034838666,0.14045648745502384,7.184935913984214,16.502039569872718,851.6122465953495,0.04,47.316134480307184,12,0,0,0,8.091297491004767,5.136946236507152,22.77175627248808,9.091297491004767,3.0,1
4.0,1.0,1.0,1.0,5.0,11.61,0.523804096584064,1.929987951223341,6.0716467492534365,22.406459993215222,0.0,1.2451922887829383,2,0,0,0,3.859975902446682,1.1400240975533178,3.859975902446682,1.1400240975533178,1.0,1
113.01734245975649,4.107257231165223,1.5536286155826116,3.107257231165223,355.49132877012175,2114.212614978349,0.03276814307791306,29.987553331874082,71.06912499883967,63199.45171949574,0.7021451446233045,3511.082600344891,86,1,19,0,17.660885846747835,44.705843232452196,204.19717200257395,151.2941567675478,6.93770015453914,1
77.71168272747373,18.743794218109457,11.886130763604204,18.715326909010507,231.37007501828634,1251.5281417722115,0.030284673090989492,29.12189710905473,43.04860834958408,36420.956823463435,0.42170803854593697,2023.385331635787,61,7,7,0,18.113869236395796,24.45547694558319,153.02846730909894,78.3416077091874,36.487588436218914,1
17.99404102130915,1.9940410213091524,1.6626940142061015,1.6626940142061015,45.361141900557286,195.60728239524192,0.18011917957381696,5.765411586408047,36.03394123094739,1090.7704850233067,0.063373059857939,60.59575665133428,10,0,1,0,7.662694014206101,12.011917957381696,27.680570950278643,17.680570950278643,2.988082042618305,1
19.302451639232906,2.0,1.0,2.0,33.338369523008744,144.32345255017938,0.1692816423244833,6.060171022371701,24.844717924586842,854.758991318436,0.04964082116224165,47.486690446321504,14,1,1,0,9.517958941887917,10.410205290560413,20.410205290560413,12.92816423244833,3.0,1
262.2536486720045,20.274143457970535,14.66633888344732,17.470241170708928,594.5512369649152,3844.0008675692898,0.02,41.836263326611736,91.90891937085927,160776.92204011788,1.2792195425476787,8932.053664559564,188,31,39,0,24.235120585354462,64.82341372356964,366.05951765858214,228.49171930633304,39.54828691594107,1
14.66468042645461,1.6107800710757683,1.0,1.6107800710757683,25.38921992892423,95.03214513942902,0.1638921992892423,6.244312028430308,15.247900854294674,592.8017334663776,0.03,32.93281419218167,10,0,2,0,8.0,5.3892199289242315,17.0,8.389219928924232,2.2215601421515365,1
130.42049646547923,7.403416077579871,5.280683215515975,6.684099293095846,375.173974025762,2244.060760656131,0.03,36.08221872104224,63.13527724470637,80308.15347073678,0.7505229787928753,4461.567278671086,97,7,20,0,20.157950353452076,42.80683215515974,222.1921111292508,152.9818628965112,13.806832155159743,1
64.27134881339394,5.0,3.0,4.0,127.27413358810831,703.1586381191653,0.06793007421561574,15.033719071196362,47.23062184293291,10517.611562538004,0.23172029686246293,584.3134962892193,40,7,9,2,16.827970313753706,29.13706679405416,75.0,52.27413358810832,9.0,1
22.251410573310313,1.516572628445979,1.0,1.516572628445979,18.933709486216085,72.97734155169512,0.2483427371554021,4.141019026660187,18.87441831538402,292.5823235818592,0.024834273715540207,16.256435113627724,12,1,1,0,6.033145256891958,8.383991600878147,7.582863142229895,11.350846343986188,2.033145256891958,1
37.0,3.9889884016791584,1.0,3.9889884016791584,75.0,348.26566436771094,0.09005505799160421,10.609394362092353,32.83950447807557,3693.889219668264,0.11994494200839578,205.21439803390405,26,3,5,0,10.977976803358317,14.016517397481262,47.8678608201499,27.1321391798501,6.977976803358317,1
138.83905531436628,31.777743053172465,15.88503951026162,9.938687738806198,425.4405256166066,2672.770206389999,0.03992335967350775,24.710122773525935,108.2315962009807,66023.75026825581,0.8883905531436627,3667.984497667708,117,1,16,0,16.992335967350776,60.83905531436627,248.60147030224027,176.83905531436628,62.55548610634493,1
26.409756900120435,4.2190688091018576,1.0,4.0,74.65720642730557,356.7220029614444,0.09219068809101857,11.087401236258604,32.34159703235977,3944.851810800376,0.12219068809101857,219.15928586761183,22,0,0,0,11.438137618203715,16.09534404550929,43.657206427305574,31.0,7.438137618203715,1
19.70622909999343,1.9632786374991789,1.0,1.9632786374991789,48.70622909999343,220.22484392134314,0.13926557274998358,7.353698421375976,30.006117582742757,1617.368508124571,0.06963278637499179,89.855967026872,12,0,0,0,10.03672136250082,12.926557274998357,29.779671824995074,18.92655727499836,2.9265572749983577,1
4.0,1.0,1.0,1.0,5.891974245869308,15.088699558890303,0.41080257541306914,2.445987122934654,6.1567896983477235,37.09019952326775,0.008919742458693087,2.0570978514476055,2,0,0,0,4.891974245869308,1.0,4.891974245869308,1.0,1.0,1
19.049745844048765,2.322278701322497,1.0,2.322278701322497,60.37202454537126,287.06067101648705,0.14338860649338753,6.830569675330624,42.16171429211082,1957.0670065471186,0.09338860649338751,108.72743243111695,12,0,2,0,9.0,18.0,33.049745844048765,27.322278701322496,3.6445574026449936,1
116.34311504924412,18.21034271831925,10.407757038739438,14.802585679579813,339.11635558109157,2126.8798310430216,0.03802585679579813,25.829856332698423,83.3200965500339,54595.51434672029,0.7123619951411738,3033.0835748177938,92,3,13,4,20.197414320420187,57.051713591596254,194.63102815495776,144.48532742613384,35.4206854366385,1
240.51996260034804,34.131075775983284,12.148437790323708,30.12673527239818,620.6692610591018,4056.4066960599407,0.02,47.42845500369231,86.71491151766375,190169.54403158269,1.3510069225088754,10564.974348205067,209,9,15,4,27.004340503585105,64.99131899282979,387.72568760570823,232.94357345339364,67.26215155196657,1
39.304025422954,10.563338629782082,7.025335451912833,9.10134180765133,133.12667725956416,704.2442933433167,0.05,20.144619968221306,34.957541048696854,14187.186715207288,0.23512667725956415,788.178734550907,33,1,2,0,17.487332274043585,21.9239936442615,82.76602224508474,50.36065501447942,20.126677259564165,1
141.93488823208122,31.413022353583756,16.0,14.989309994538068,415.7278911877157,2558.1593978366154,0.03706511176791878,26.121574339576448,99.18303209850052,66411.09130110519,0.8518464529829441,3689.505199159763,117,6,14,1,17.0,54.54324588942132,250.76093293924873,164.96695824846702,61.82604470716751,1
71.24929091376097,10.522276036029716,6.590522316596898,8.658768597164082,158.29951567573258,874.8383206427914,0.04068246280567184,25.642039093944636,34.670857457942994,22267.71732241398,0.2881895536680621,1237.0925911083984,59,1,4,0,21.522276036029716,24.545970244537468,99.66160494212016,58.63791073361241,20.04455207205943,1
67.22089471133965,5.0,1.0,4.602984958762808,165.42686462886527,860.8412860163934,0.06,17.432268491030815,49.49197077144372,14998.090615161993,0.28397015041237195,833.2249197479343,52,1,11,0,12.794030082474384,24.573135371134725,99.25074429896775,66.17612032989753,9.0,1
